StateAb,Affiliation,DrivAge,ExposTotal,SumInsAvg
SP,0,NA,0.78,42196.49
SP,0,NA,0.88,59769.62
SP,1,18-25,3.39,36395.7
SP,1,36-45,0.92,22980.79
SP,0,>55,1.01,61670.39
SP,NA,>55,0.4,54553
SP,1,36-45,2.85,16938.94
SP,1,26-35,0.5,40583
SP,1,46-55,0.89,25909.01
SP,1,26-35,3.07,18126.15
SP,1,26-35,0.5,16757.9
SP,0,NA,0.36,52735
SP,1,46-55,2.96,20916.41
SP,1,36-45,0.5,155992.99
SP,1,18-25,0.75,16838.9
SP,1,>55,0.5,102016.26
SP,0,26-35,1.24,23406.56
TO,1,36-45,0.5,152074.89
SP,0,NA,3.01,11072.06
TO,1,26-35,1.56,16188.18
SP,1,36-45,139.5,27346.99
SP,1,36-45,1.76,32085.55
SP,1,18-25,1.51,18241.66
SP,1,26-35,0.5,5360
SP,1,46-55,20.44,48076.04
SP,1,NA,0,0
SP,1,>55,3.77,42014.24
SP,1,46-55,10.78,11452.09
SP,0,NA,2.61,11928.74
SP,0,36-45,1.43,11034.55
SP,1,26-35,5.01,20437.76
SP,1,26-35,0.25,13299
SP,1,36-45,0.5,48939.99
SP,1,46-55,3.06,28847.1
SP,1,36-45,1.56,33595.8
SP,1,18-25,1,31011.5
SP,1,>55,2.23,7658.1
SP,0,36-45,1.51,30964.46
SP,0,36-45,0.06,65287.99
SP,1,>55,189.14,25363.32
SP,1,>55,2,21816.1
SP,1,46-55,1.45,25182.14
SP,1,36-45,0.5,30364
SP,NA,NA,0,0
SP,1,>55,0.94,49719.45
SP,1,26-35,0.61,13398.13
SP,1,>55,0.16,35427.99
SP,1,18-25,0.65,34370
SP,0,36-45,0.19,25906.99
SP,1,>55,5.62,17301.83
TO,1,46-55,0.11,22502
SP,1,>55,0.5,81561.99
SP,1,46-55,16.13,12708.06
SP,1,26-35,0.49,36775.59
SP,1,>55,1,5084
SP,1,46-55,0.69,91815.31
SP,1,36-45,1.34,59252.24
SP,1,36-45,0.27,49979
SP,1,36-45,0.23,14655
SP,0,46-55,0.32,36716
SP,0,46-55,0.12,141075
SP,1,26-35,5.75,34054.62
SP,NA,>55,0.07,27889.99
SP,1,36-45,0.49,35822
SP,1,46-55,0.66,55277.25
SP,1,18-25,0.94,13014.69
SP,1,>55,1.01,4108.83
SP,1,>55,0.37,60399.99
SP,1,36-45,1.54,37302.79
TO,0,NA,10.61,21133.29
SP,0,NA,6.74,53096.39
SP,1,36-45,5.51,36582.75
SP,1,18-25,0.29,32756.99
SP,NA,NA,0,0
SP,1,26-35,0.5,22190
SP,0,NA,0.5,35400
SP,1,26-35,0.26,53097
SP,0,18-25,0.27,166341.99
SP,1,36-45,4.2,7040.23
SP,1,18-25,1.49,27398.38
SP,1,>55,0.58,26451.11
SP,NA,NA,0.68,55023.57
SP,1,46-55,0.5,39015.99
SP,0,26-35,1.06,112094.76
SP,1,>55,0.5,10120.99
SP,1,>55,4.85,28594.28
SP,1,36-45,0.5,38035.18
SP,1,26-35,0.45,37234.76
SP,1,>55,2.64,42252.28
SP,1,26-35,0.06,27537
SP,0,NA,0.23,260210.83
SP,0,46-55,0.5,52359.99
SP,1,18-25,0.39,0
SP,0,NA,0.5,27800
SP,0,>55,0.5,77212
SP,1,36-45,55.83,91061.98
TO,1,26-35,0.38,0
SP,1,>55,0.5,6580.88
SP,1,26-35,0.69,30809.13
SP,0,36-45,0.5,115744.99
TO,1,26-35,0.81,26433.35
SP,1,36-45,1.36,42683.3
SP,1,>55,0.27,53889.99
SP,1,>55,0.98,20956.88
SP,1,>55,0.5,19864
SP,1,36-45,1.09,64573.89
SP,0,46-55,0.47,39042.99
SP,1,36-45,1.01,24410.79
SP,1,46-55,2.44,19287.8
SP,1,36-45,0.28,53261
SP,0,46-55,0.5,92955.99
SP,1,26-35,0.65,23177.77
SP,1,36-45,0.08,22677
SP,1,18-25,1,48708.99
SP,1,>55,1.8,16357.57
SP,1,26-35,1.48,61856.12
SP,1,26-35,3.77,46232.11
SP,NA,NA,0,0
SP,1,26-35,1.18,20937.33
SP,NA,46-55,0.41,45822
SP,0,NA,1,23464
SP,1,36-45,1.21,3858.66
SP,0,NA,0.43,107379
SP,0,NA,0.77,68349.41
SP,1,18-25,0.14,7085.99
SP,1,36-45,0.08,35617
SP,1,36-45,0.99,163232.12
SP,1,46-55,2.38,41509.67
SP,1,>55,1,44570
SP,1,26-35,5.59,48271.95
SP,1,18-25,3.67,27944.28
SP,0,26-35,0.83,16990.97
SP,1,18-25,0.17,42390.99
TO,0,NA,0.4,35774
SP,1,36-45,6.62,15098.56
SP,1,46-55,4.05,39049.3
SP,1,>55,3.53,21975.52
SP,1,NA,0.06,29864.99
SP,0,36-45,0.38,90236
SP,NA,>55,0.5,0
SP,1,36-45,49.78,31132.12
SP,1,>55,0.1,42972.99
SP,1,46-55,1.44,48267.73
SP,1,36-45,12.27,21167.65
SP,1,46-55,0.89,18130.85
SP,1,46-55,9.19,13273.76
TO,1,>55,0.94,168831.13
SP,0,18-25,2.01,25986.99
SP,1,26-35,17.79,23654.78
SP,0,18-25,2.32,53202.59
SP,1,26-35,0.55,59332.79
SP,1,26-35,4.4,23506.36
SP,1,26-35,1.37,35112.62
SP,1,36-45,0.5,0
SP,1,>55,1.26,47444.35
SP,1,36-45,70.9,26193.3
SP,1,18-25,1.72,71000.68
SP,1,>55,0.57,38097.37
SP,1,36-45,1.83,51522.92
SP,1,36-45,4.3,12342.83
SP,1,>55,3.34,67141.36
SP,0,46-55,6.7,21017.95
SP,1,26-35,1.08,36141.46
SP,1,>55,0.36,19109.99
SP,NA,>55,0.5,21927.19
SP,1,26-35,0.86,98567
SP,1,>55,21.9,23960.69
SP,1,>55,0.15,57796.99
SP,1,26-35,0.5,27586.62
TO,1,46-55,0.38,31205.99
SP,1,26-35,0.5,0
TO,1,46-55,0.39,60098
SP,1,36-45,3.79,13011.71
SP,1,46-55,1.97,161965.88
SP,1,>55,0.34,14386.99
SP,0,26-35,1.62,37526.77
SP,1,>55,8.13,34625.86
SP,1,>55,1.35,31990.08
SP,0,NA,1,16325.5
SP,NA,NA,0,0
SP,NA,46-55,0.48,38849.99
SP,1,46-55,1.1,48618.81
SP,1,>55,0.4,62317
SP,0,26-35,0.5,11906.16
SP,1,26-35,0.5,49568
SP,1,36-45,1.27,56622.63
SP,1,46-55,6.04,49504.62
SP,0,NA,1.17,13960.13
SP,1,36-45,0.47,19873.99
SP,1,NA,0,0
SP,1,46-55,4.38,62174.84
SP,1,46-55,7.26,11183.22
SP,0,NA,3.76,20520.76
SP,0,>55,1.01,108324.25
SP,1,>55,40.85,20146.41
SP,1,36-45,0.46,9324.99
SP,1,46-55,0.5,26519.91
SP,1,36-45,0.5,13804
SP,1,>55,0.5,38545.99
SP,1,>55,0.5,29784
SP,1,18-25,0.92,34525.08
SP,1,26-35,61.09,26224.77
SP,NA,36-45,0.5,61557.11
SP,0,NA,0.5,94943
SP,1,26-35,2.64,22352.61
SP,1,>55,0.58,82662.5
SP,1,36-45,1.01,34966.51
SP,0,NA,2.46,92384.83
SP,1,>55,4.74,22178.15
SP,0,>55,0.65,60931.13
SP,1,>55,0.5,17308.41
SP,1,>55,0.73,12232.01
SP,1,36-45,4.69,30810.59
SP,1,>55,0.5,3911.37
SP,NA,36-45,1.26,59439.88
SP,1,46-55,0.99,71519.46
SP,1,>55,0.02,31991
SP,NA,NA,1.01,8801.35
SP,1,36-45,0.31,27747.99
SP,1,26-35,55.27,22442.04
SP,1,>55,1.84,61467.47
SP,0,46-55,0.59,86387.55
SP,1,18-25,0.85,30055.25
SP,1,18-25,8.33,27520.51
SP,1,26-35,28.83,14749.66
SP,0,NA,0.67,37973.99
SP,1,36-45,0.68,57634.01
SP,0,NA,1,42743.49
SP,1,18-25,2.26,29079.08
SP,1,>55,0.5,120348
SP,1,26-35,0.85,15965.08
SP,0,>55,0.37,23589.99
SP,1,>55,0.3,23300
SP,0,>55,0.5,0
SP,0,46-55,0.3,12437.99
TO,0,NA,0.5,105533
SP,1,26-35,0.82,18849.96
SP,1,18-25,7.1,18773.27
SP,1,26-35,0.5,25098.99
SP,0,NA,0.4,61369
SP,NA,36-45,0.12,53903.99
SP,1,18-25,0.09,52564.99
SP,1,36-45,3.11,30601.79
SP,0,36-45,0.54,525970.96
SP,1,18-25,0.11,48666.99
SP,1,46-55,56.82,19760.48
SP,1,18-25,0.5,28378.99
SP,1,26-35,8.46,34847.99
SP,1,>55,1.78,25188.89
TO,1,46-55,0.18,111110.99
SP,1,46-55,0.5,17039.48
SP,1,>55,6.85,23217.2
SP,1,26-35,251.38,24632.34
SP,1,18-25,2.01,12214.14
SP,0,36-45,0.5,125854.99
SP,1,26-35,0.07,17292.99
SP,0,NA,162.59,21917.16
SP,1,46-55,1.01,37065.57
SP,1,18-25,0.61,24395.63
SP,1,26-35,0.58,93200.99
SP,0,>55,0.5,8942.54
SP,1,18-25,11.13,39396.24
SP,1,46-55,0.95,51482.39
SP,0,NA,0.5,14710.99
SP,1,18-25,3.55,25020.52
SP,0,>55,0.47,10130.99
TO,1,26-35,0.5,57897
SP,1,36-45,86.12,35333.69
SP,0,36-45,1,70019.99
SP,1,46-55,7.88,82824.76
SP,1,>55,0.5,55360
SP,1,36-45,0.87,32974.11
SP,0,NA,0.5,0
SP,1,>55,5.54,8402.09
SP,1,>55,0.5,23205.99
TO,NA,26-35,0.07,140576
SP,1,26-35,0.5,6714.99
SP,1,>55,0.5,24725
SP,0,NA,69.62,46478.43
SP,1,>55,3.47,6729.59
SP,1,46-55,1.9,17347.13
SP,1,>55,0.08,68673
SP,1,26-35,0.27,235543
SP,1,>55,1.51,20054.69
SP,1,>55,0.5,29964.99
SP,1,>55,24.84,19649.05
SP,1,>55,11.98,52552.81
SP,1,46-55,2.54,29822.15
SP,0,NA,0.5,103683.3
SP,1,26-35,2.22,25459.16
SP,1,46-55,4.95,7870.47
SP,1,46-55,0.69,35392.52
SP,0,NA,1.02,43929.09
SP,NA,>55,0.5,68057.99
SP,1,26-35,0.76,24590.64
SP,1,26-35,0.5,25893.01
SP,1,26-35,0.5,16064
SP,1,36-45,0.5,59821.99
SP,1,>55,3.58,31410.69
SP,0,>55,0.5,0
SP,NA,NA,0,0
SP,1,>55,0.41,276609
SP,NA,36-45,0.21,31853.24
SP,1,26-35,0.5,11129.26
SP,1,>55,1.96,13111.72
SP,1,26-35,90.74,36881.66
SP,1,26-35,1.27,15432.06
SP,1,26-35,0.22,36040
SP,1,36-45,4,27616.16
SP,1,>55,0.17,87728
TO,0,NA,0.5,233282.99
SP,0,NA,1.1,63823.19
SP,0,NA,0.5,15161.99
SP,1,NA,0.38,30886.72
TO,1,26-35,0.23,45329.99
SP,1,18-25,0.34,22840.88
SP,1,46-55,0.5,50854
SP,1,>55,1.31,17362.6
SP,1,26-35,0.04,9817
SP,0,26-35,2.01,42216.87
SP,1,26-35,28.61,31595.46
SP,1,26-35,27.07,33046.78
SP,0,NA,9.79,46965.49
SP,0,NA,1.84,28790.67
SP,0,NA,2.92,27929.63
SP,1,26-35,0.2,52095
SP,1,46-55,1.63,17057.14
SP,1,26-35,0.5,36127
SP,1,46-55,10.03,26523.9
SP,1,26-35,1,34940
SP,0,NA,0.23,26035.99
SP,0,46-55,0.48,110951
SP,0,>55,1,56950
SP,0,46-55,1,278998
SP,0,NA,0.08,157392
SP,1,18-25,2.8,25365.85
SP,1,36-45,0.05,26641.99
SP,1,>55,0.29,45182.99
SP,0,46-55,0.46,19356.01
SP,1,18-25,0.23,13912
SP,1,18-25,1.4,16032.43
SP,NA,NA,0,0
SP,NA,NA,0,0
SP,1,>55,2.26,18801.43
SP,0,NA,1.2,37250.32
SP,1,>55,2.78,24628.62
SP,1,26-35,3.02,26824.07
SP,NA,NA,0.5,23756.28
SP,1,46-55,3.05,41903.56
SP,1,>55,21.95,19964.6
SP,1,46-55,0.5,65302.83
SP,1,46-55,7.96,49544.66
SP,NA,NA,0,0
SP,1,18-25,0.3,0
SP,1,>55,0.99,34943.6
SP,1,>55,0.44,14772
SP,1,36-45,5.34,51760.95
SP,0,36-45,0.7,18389.49
SP,NA,NA,0,0
SP,NA,>55,0.5,19103.48
SP,1,26-35,0.53,0
SP,1,46-55,0.49,35515.59
TO,1,>55,0.08,76914
SP,1,>55,0.6,25301.52
SP,1,36-45,0.5,17515.37
SP,1,46-55,0.5,47810
SP,1,36-45,1.86,20503.81
SP,NA,36-45,0.04,27733.99
SP,1,46-55,3.51,36942.2
SP,1,>55,3.53,11322.02
SP,1,>55,4.32,9155.24
SP,1,36-45,0.76,20930.06
SP,1,46-55,1.86,17197.88
SP,0,26-35,0.78,26278.58
SP,0,NA,0.83,19670.48
SP,1,26-35,1.58,138803.04
SP,1,>55,1.01,48979.41
SP,0,NA,11.11,54753.06
SP,1,36-45,0.29,85804
SP,0,NA,7.87,21851.54
SP,1,>55,0.39,13379.99
SP,0,NA,0.84,220594.27
SP,1,>55,0.5,30331
SP,1,46-55,0.5,33463.99
TO,1,>55,0.5,29563
SP,0,NA,0.34,5926.9
SP,1,46-55,8.93,58736.92
SP,1,36-45,31.5,30078.14
SP,1,46-55,0.37,7253.99
SP,1,46-55,26.48,40370.74
SP,1,18-25,0.38,0
SP,1,>55,1,12649
SP,1,>55,0.5,25294
SP,0,NA,2.31,19551.17
SP,1,>55,0.91,18542.1
SP,0,NA,1.09,57669.54
SP,1,26-35,0.74,33156.46
SP,NA,46-55,0.5,35226.04
SP,1,26-35,2.29,23378.22
SP,1,>55,18.07,17835.56
SP,0,NA,12.06,32205.73
SP,0,46-55,1,31490
SP,0,36-45,1.13,40555.1
SP,1,36-45,6,23888.43
SP,1,>55,0.5,32051
SP,NA,NA,1.01,28942.1
SP,1,26-35,3.56,16527.29
SP,1,>55,0.28,110493.99
SP,NA,26-35,0.68,37530.15
SP,0,NA,1.82,47025.66
SP,1,46-55,1,8916.5
SP,0,46-55,0.91,81769.51
SP,0,36-45,0.3,37467.99
SP,0,NA,1.19,10174.43
SP,1,26-35,0.86,43838.33
SP,1,46-55,0.7,23474.17
SP,1,36-45,0.5,56334.99
SP,1,36-45,0.5,155540
SP,1,36-45,1,2937.99
SP,0,NA,2.02,82620.65
SP,1,>55,1.01,22581.66
SP,0,36-45,0.57,63547.01
SP,1,>55,0.13,78143
SP,1,>55,1,68405
SP,0,18-25,0.03,27763.99
SP,1,>55,1.01,17525.79
SP,1,36-45,0.5,79166.99
SP,1,26-35,3.9,41836.36
SP,0,NA,5.82,13569.27
SP,1,36-45,3.54,18911.72
SP,1,46-55,2.08,7519.8
SP,0,>55,0.5,68906.15
SP,0,>55,0.08,54399.99
SP,1,>55,1.12,35272.04
SP,0,NA,1.3,60181.58
SP,0,26-35,0.33,166798.7
SP,1,46-55,0.5,6441.89
SP,1,46-55,4.29,38216.73
SP,1,36-45,0.5,17859.99
SP,0,36-45,0.5,37542
SP,1,46-55,1.73,21778.32
SP,1,26-35,49.96,13197.55
SP,1,46-55,0.43,39547.12
SP,0,NA,0.5,0
TO,1,36-45,0.31,40179.11
SP,0,NA,3.88,16789.79
SP,NA,NA,0,0
SP,NA,NA,0.5,59359.99
SP,0,NA,0.18,157630.99
SP,0,NA,2.79,35137.1
SP,0,NA,0.5,87150
SP,1,46-55,2.52,17059.86
SP,1,>55,3.02,26800.15
SP,1,26-35,4.66,20603.59
SP,0,18-25,0.5,20380
TO,1,36-45,0.16,21301.82
SP,1,46-55,0.15,39202
SP,1,46-55,16.55,34600.54
SP,1,26-35,43.2,16203.9
SP,1,36-45,1,31895
SP,1,46-55,1.01,15602.41
SP,1,46-55,12.97,12178.92
SP,1,46-55,0.07,11499.99
TO,1,>55,0.52,65022.4
SP,1,36-45,0.47,25386
TO,1,36-45,0.19,28399.45
SP,1,36-45,3.46,38625.98
SP,1,>55,1,16119
SP,NA,36-45,0.22,34298.99
SP,1,36-45,0.5,2029.51
SP,1,>55,3.34,10932.15
SP,0,NA,8.58,4284.67
SP,0,46-55,0.15,0
SP,1,26-35,0.4,83342.46
SP,0,NA,1.81,24245.84
SP,1,26-35,0.73,11835.24
SP,1,36-45,1.4,81892.37
SP,1,18-25,0.4,38037
SP,1,36-45,3.92,71354.8
SP,1,36-45,0.14,68435.84
SP,1,NA,0,0
SP,1,36-45,3.45,22775.22
SP,0,18-25,2.14,66221.86
TO,1,26-35,2.02,86292.67
SP,1,26-35,0.5,8890.45
SP,1,46-55,3.82,7515.05
SP,1,26-35,3.26,13241.35
SP,1,46-55,4.3,59323.55
SP,1,46-55,0.09,86900
SP,1,26-35,5.03,19106.1
SP,1,26-35,0.5,12904
SP,1,46-55,3.91,57311.39
SP,1,36-45,0.96,14360.54
SP,1,>55,0.5,28023.99
SP,0,46-55,0.09,43028.99
SP,1,>55,3.55,36037.53
SP,1,18-25,0.46,27123
SP,1,26-35,1.3,29719.56
SP,0,>55,0.5,47530.96
SP,1,36-45,1.51,28262.33
SP,1,46-55,8.05,40551.13
SP,0,NA,2.5,18831.49
SP,1,26-35,15.13,36223.2
SP,1,36-45,0.24,0
SP,1,26-35,0.5,21595
SP,1,18-25,1.33,24451.14
SP,1,36-45,2.61,153262.07
SP,0,NA,0.5,36233
SP,1,36-45,0.23,40481.99
SP,1,18-25,0.98,38180.62
SP,NA,NA,0,0
SP,0,NA,0.25,128829.99
SP,1,>55,4.01,57652.49
SP,0,NA,34.22,29960.71
SP,0,NA,0.11,39845
SP,1,36-45,3.51,46720.35
SP,NA,NA,0,0
SP,1,36-45,0.9,14391.6
SP,1,36-45,0.94,14062.74
SP,1,46-55,3.45,20559.77
SP,0,NA,0.5,0
SP,1,>55,0.66,36464.25
SP,1,36-45,1.01,24715.68
SP,1,26-35,0.38,27463.87
SP,1,46-55,0.3,26850
SP,1,18-25,0.5,30441
SP,NA,NA,0,0
TO,NA,NA,0,0
SP,1,18-25,1.47,36516.95
TO,1,46-55,2.75,46100.91
SP,1,>55,0.5,0
SP,NA,36-45,0.5,12569.46
SP,0,NA,0.5,0
SP,1,26-35,30.18,10249.7
SP,1,46-55,2.52,40349.82
TO,1,>55,0.5,47892.05
SP,0,18-25,1.01,10056.11
SP,1,46-55,0.84,63386.61
SP,1,36-45,0.49,30439
SP,1,36-45,0.43,50447.29
SP,1,18-25,1.29,74602.67
SP,1,18-25,3.25,33638.96
SP,1,26-35,1.39,15678.81
SP,1,46-55,9.7,33659.47
SP,1,36-45,1.36,30521.29
SP,0,46-55,0.92,31706.33
SP,0,46-55,0.5,49177.99
SP,1,36-45,4.49,50881.17
SP,1,46-55,0.27,21962.91
SP,0,46-55,0.5,27454.94
SP,1,26-35,0.77,34632.72
SP,NA,>55,0.13,48745
SP,0,NA,2.01,106593.99
SP,0,NA,2.22,37450.47
SP,0,NA,17.71,66453.1
SP,1,26-35,0.5,38452
SP,1,46-55,0.5,16274.8
SP,1,26-35,0.5,40474.99
SP,0,NA,1.01,4099.57
SP,1,18-25,0.27,26499.99
SP,1,26-35,36.83,19915.57
SP,1,46-55,22.19,30379.5
SP,1,26-35,1.01,17386.1
SP,0,NA,0.005479452,19697
SP,0,>55,2.08,65848.73
SP,1,36-45,1.97,4965.6
SP,1,46-55,1.49,95862.24
SP,0,46-55,8.93,37013.19
SP,1,26-35,0.44,19486.99
SP,1,36-45,1.51,20172
SP,1,36-45,1.01,119252.07
SP,1,26-35,0.4,12661
SP,1,46-55,0.95,18616.94
SP,0,36-45,0.5,53598.99
SP,NA,NA,0.69,24313.57
SP,1,>55,0.5,0
SP,1,46-55,5.15,19667.7
SP,0,NA,7.89,49590.42
SP,0,>55,0.87,28632.74
SP,1,46-55,0.5,96447
SP,1,>55,0.56,14374.55
SP,1,>55,0.15,14685.99
SP,1,>55,0.5,72337.99
SP,1,46-55,0.76,37362
SP,0,NA,0.5,20432
SP,1,36-45,1.07,43767.95
SP,0,>55,0.5,45975
SP,0,36-45,1.44,59794.28
TO,0,NA,1,75406
SP,1,46-55,1.45,61733.09
SP,NA,NA,0,0
SP,1,>55,1.12,62441.13
SP,1,36-45,3.62,29920.23
SP,1,26-35,9.15,16574.16
SP,1,46-55,9.88,65290.63
SP,1,>55,0.18,9076
SP,1,26-35,0.8,41646.39
SP,1,46-55,3.34,15041.96
SP,1,36-45,27.39,14371.09
SP,1,46-55,7.89,22069.84
SP,1,46-55,1.01,55949.38
SP,1,>55,7.81,44924.85
SP,1,>55,0.71,16293.19
SP,1,36-45,20.27,23982.81
SP,0,46-55,0.27,710260
SP,0,>55,0.37,40585.99
SP,1,36-45,0.05,12526.99
SP,0,NA,1.43,6418.14
SP,1,26-35,0.52,15854.65
SP,1,26-35,62.11,21705.15
SP,NA,36-45,0.37,74124
SP,0,18-25,0.5,75104
SP,1,36-45,0.5,22724.99
SP,1,>55,1.51,14262.25
SP,1,26-35,3.28,18584.85
SP,1,36-45,0.36,24383.99
SP,1,36-45,3.67,16237.52
SP,1,>55,1.09,32862.08
SP,1,36-45,2.24,31441.22
SP,1,>55,5.97,27737.47
SP,1,>55,1.41,17831.67
SP,1,26-35,55.53,13862.81
SP,1,>55,0.5,31889.99
SP,1,46-55,12.35,20582.56
SP,1,18-25,0.05,29611.99
SP,1,36-45,2.26,81418.27
SP,1,>55,0.5,60232
SP,1,46-55,6.61,26135.98
SP,0,>55,0.16,26022.7
SP,1,18-25,7.89,38105.63
SP,1,46-55,0.47,16804
SP,1,46-55,5.59,18576.14
SP,1,46-55,0.58,38041.64
SP,0,NA,1.12,44998.68
SP,1,26-35,0.5,7102.32
SP,1,>55,0.5,12221
SP,1,26-35,1.01,29299.81
TO,0,NA,0.5,47616
SP,0,36-45,1.74,66962.61
SP,1,26-35,0.96,27721.99
SP,1,36-45,0.93,48027.77
SP,1,26-35,0.2,21301
SP,1,46-55,0.5,55086.99
SP,0,NA,1.29,23740.71
SP,1,46-55,9.55,19429.79
SP,1,46-55,0.06,54706.99
SP,1,>55,0.35,23799.58
SP,0,NA,0.01,31470.43
SP,1,46-55,0.5,5403.89
SP,NA,36-45,0,0
SP,0,NA,0.05,10121
TO,1,46-55,0.5,22567.92
SP,NA,46-55,0.13,53735
SP,0,NA,0.5,44366.99
SP,1,36-45,27.75,31711.13
SP,1,46-55,15.44,39768.15
SP,1,>55,0.21,80621
SP,1,26-35,1.58,15623.55
SP,1,26-35,7.44,27861.09
SP,0,NA,0.32,7447.99
SP,1,46-55,0.61,33614.17
SP,NA,NA,0,0
SP,1,18-25,0.84,35320.23
TO,1,>55,0.3,21824.04
SP,1,36-45,2.47,41858.56
SP,1,36-45,2.28,17986.45
SP,0,NA,7.9,118692.11
SP,0,NA,3.3,34383.01
SP,1,18-25,0.02,129813.99
SP,1,46-55,0.11,33789
SP,1,46-55,52.44,37985.75
SP,1,>55,1.9,81291.72
SP,0,NA,2.38,32230.38
SP,1,26-35,50.85,20150.84
SP,0,NA,13.74,85119.45
SP,1,>55,1.67,36629.48
SP,1,46-55,1.51,22570.28
SP,0,NA,5.27,169216.53
SP,1,36-45,0.5,49106.07
SP,1,26-35,1.4,104549.1
SP,1,46-55,0.5,59504.99
SP,0,36-45,0.4,18063.99
SP,0,NA,0.5,181159.1
SP,NA,NA,0.5,69778
SP,1,46-55,1.47,13552.38
SP,NA,36-45,0.77,28408.13
SP,1,46-55,0.5,36554.47
SP,1,46-55,4.1,22291.78
SP,NA,NA,0.5,92395.52
SP,1,36-45,0.3,58925
SP,1,18-25,0.23,19225
SP,0,26-35,0.61,32868.74
SP,1,46-55,3.79,29106.43
SP,1,>55,0.5,22316.99
SP,1,>55,0.75,8656.95
SP,1,36-45,17.51,14323.59
SP,1,>55,0.5,9633.99
SP,1,26-35,1.59,35609.11
SP,0,46-55,1.33,24074.55
SP,1,>55,0.5,9133.99
SP,1,26-35,0.5,7391
SP,1,18-25,0.08,27563.99
SP,0,46-55,0.99,66556.04
SP,1,>55,0.76,30995.85
SP,NA,46-55,0.32,18941.99
SP,NA,NA,0.31,345434
SP,1,46-55,1.51,17837.36
SP,1,26-35,0.51,5718.99
SP,1,26-35,0.5,81176.99
SP,1,46-55,2.79,46001.64
SP,1,>55,6.87,11005.78
SP,1,36-45,4.27,33986.48
SP,0,>55,0.53,14653.61
SP,1,26-35,4.17,13944.14
SP,1,>55,0.15,34221
SP,1,>55,1.03,56120.63
SP,1,46-55,0.38,30504.99
SP,1,>55,0.01,9162.99
SP,0,46-55,1.01,27261.86
SP,1,26-35,0.4,52491.99
SP,1,36-45,2.92,35936.42
SP,1,26-35,0.5,60503.99
SP,1,26-35,3.32,51923.87
TO,1,36-45,3.15,149480.31
SP,1,46-55,0.96,35738.29
SP,1,46-55,1,70062
SP,0,NA,0.5,56044.99
SP,1,>55,0.04,18122.99
SP,0,NA,4.3,19603.39
SP,1,26-35,0.9,22054
SP,1,46-55,0.5,136168
SP,1,36-45,0.58,42539.92
SP,1,46-55,0.5,66199.22
SP,1,36-45,0.09,57300
SP,1,>55,0.5,15062.23
SP,1,18-25,0.51,32312.91
SP,0,>55,2.87,30084.46
SP,1,36-45,4.93,16615.37
SP,1,46-55,0.84,14743.4
SP,0,26-35,0.5,122610
SP,1,46-55,2.91,9878.31
SP,0,NA,0.08,29643
SP,NA,46-55,1.07,36045.78
SP,1,36-45,4.08,32999.16
SP,1,36-45,2.67,80692.94
SP,1,26-35,0.5,34826.99
SP,1,36-45,0.22,21738
SP,0,26-35,0.47,35794.06
SP,1,>55,3.03,33735.57
SP,1,>55,18.64,51195.71
SP,1,18-25,0.2,25091
TO,1,36-45,0.06,37215.99
SP,1,18-25,0.02,24320
SP,1,36-45,5.01,28219.48
SP,1,36-45,0.43,220595.99
SP,NA,46-55,0.47,41600
SP,0,26-35,0.99,101239.95
SP,1,18-25,1.96,23742.67
SP,1,26-35,0.95,17173.33
SP,1,26-35,263.28,31975.06
SP,1,36-45,1.06,20200.79
SP,1,46-55,0.16,24050.99
SP,0,36-45,0.38,94127
SP,1,36-45,0.47,31391
SP,0,36-45,4.54,48249.93
SP,0,NA,0.73,4646.38
SP,1,26-35,0.2,25903.49
SP,0,46-55,0.14,17491.62
SP,1,>55,5.21,28506.36
SP,1,>55,2.11,34756.47
SP,1,>55,4.52,13677.41
SP,1,46-55,22.58,32651.65
SP,1,46-55,2.9,8450.81
SP,1,36-45,6.43,33727.86
SP,1,46-55,1.27,104710.56
SP,1,18-25,0.5,26642
SP,0,26-35,0.5,66882.59
SP,0,46-55,4.1,26758.86
SP,1,>55,1.67,14656.69
SP,1,>55,1,17476.5
SP,1,46-55,0.5,10870.99
SP,1,>55,1.01,102167.74
SP,1,>55,0.5,22211.99
SP,1,>55,1,33719.59
SP,1,>55,3.1,60998.46
SP,1,36-45,0.75,42739.06
SP,1,>55,3.01,34055.66
SP,1,26-35,0.99,18636.32
SP,1,46-55,1.51,30778.12
SP,1,36-45,1.07,64421.98
SP,0,>55,0.15,86186
SP,1,36-45,2.72,49818.54
SP,1,36-45,0.37,49519
SP,1,>55,0.37,36834.99
SP,1,36-45,0.21,24785.99
SP,NA,>55,1.01,26775.69
SP,NA,NA,0,0
SP,1,46-55,2.19,8280.98
SP,1,46-55,0.59,16783.5
SP,1,46-55,0.08,19450
SP,1,26-35,0.89,104789.09
SP,1,>55,3.47,16956.57
SP,1,>55,2.02,15168.82
SP,1,36-45,2.56,40813.52
SP,1,>55,0.22,12649.99
SP,1,>55,2.02,8419.37
SP,1,36-45,2.78,20583.45
SP,1,>55,0.5,91742.99
SP,0,NA,3.88,22045.34
SP,1,>55,0.1,0
SP,0,>55,0.5,29118.64
SP,1,36-45,0.5,7288.99
SP,0,26-35,0.46,71037.99
SP,1,>55,1.01,39404.79
SP,1,>55,1.51,19380.22
SP,1,26-35,10.26,5418.91
